drift_family,estimator,trial,beta,sign_error,mse,entropy_final,sign_prob_final
ou,xy_pf,18,0.0,0.12,0.02971917689886843,0.49148223672636704,0.10722293290452008
ou,xy_pf,19,0.0,0.2,0.05548683748456844,0.9754898539823845,0.5919040482246464
ou,xy_pf,20,0.0,0.03,0.0314014150851969,4.130580026464068e-11,1e-12
ou,xy_pf,21,0.0,0.21,0.053791656304357394,0.9568877126933784,0.3783770477840559
ou,xy_pf,22,0.0,0.16,0.03783848453258392,0.08278553857268726,0.9896984680865186
ou,xy_pf,23,0.0,0.03,0.0319495704069374,4.130580026464068e-11,1e-12
ou,xy_pf,24,0.0,0.12,0.04312919120966562,4.1304950338020633e-11,0.999999999999
ou,xy_pf,25,0.0,0.25,0.06012581076591917,0.6500407962701474,0.16667458032561688
ou,xy_pf,26,0.0,0.09,0.039963051426875784,0.8741509019568418,0.2942521776037259
ou,xy_pf,27,0.0,0.26,0.06589027040355962,0.9241112781437213,0.3392625613743237
ou,xy_pf,28,0.0,0.29,0.06042283682118188,0.9908793546515287,0.4438367736547971
ou,xy_pf,29,0.0,0.08,0.07025861900326713,0.02995209655551795,0.003058361085959329
ou,xy_pf,30,0.0,0.23,0.039228091718639724,4.130580026464068e-11,1e-12
ou,xy_pf,31,0.0,0.17,0.05156828277607989,0.1770736635251613,0.026605838646237542
ou,xy_pf,32,0.0,0.11,0.04926329573314812,0.30965516716595887,0.05558289483524252
ou,xy_pf,33,0.0,0.29,0.05609826625288078,0.9948310837731422,0.45770024352858246
ou,xy_pf,34,0.0,0.05,0.044544909129149414,0.8842849627458145,0.6975335852519462
ou,xy_pf,35,0.0,0.19,0.05733174883483623,0.9410233589279332,0.35801525490172736
ou,xy_pf,36,0.0,0.13,0.0493821964976604,0.6176941646901725,0.846839136407586
ou,xy_pf,37,0.0,0.17,0.052326171628409066,0.9826209390781286,0.42254743988868554
ou,xy_pf,38,0.0,0.18,0.047266096610099444,0.7235977599595999,0.20083640788785184
ou,xy_pf,39,0.0,0.11,0.04761071256765513,4.130580026464068e-11,1e-12
ou,xy_pf,40,0.0,0.1,0.03027830443884392,0.589815598248299,0.8578601384256248
ou,xy_pf,41,0.0,0.21,0.05497316923614722,0.000942066362646045,6.100099596246586e-05
ou,xy_pf,42,0.0,0.13,0.04402347619830496,0.05611290064895193,0.9935631712280015
ou,xy_pf,43,0.0,0.07,0.035241962168821556,0.20183746311692943,0.031495563952666256
ou,xy_pf,44,0.0,0.2,0.047123787769915035,0.9257578095819612,0.6590153737721993
ou,xy_pf,45,0.0,0.11,0.0388834822019924,0.659253634140584,0.8293219008889048
ou,xy_pf,46,0.0,0.13,0.046538231551531466,0.4159879020696907,0.08396198434824143
ou,xy_pf,47,0.0,0.2,0.05632463344323283,0.6135518271366915,0.8485118814118708
ou,xy_pf,48,0.0,0.02,0.03288165752101885,0.46473232880925075,0.09865965030581597
ou,xy_pf,49,0.0,0.26,0.0445116754610221,0.694150659053285,0.8134724130941826
ou,xy_pf,50,0.0,0.1,0.042707055017742294,0.11468681502417744,0.015386500360819517
ou,xy_pf,51,0.0,0.22,0.04953745516005054,0.05466031565802215,0.0062376485530927575
ou,xy_pf,52,0.0,0.09,0.06343756058904187,0.516239852980055,0.8845156795639313
ou,xy_pf,53,0.0,0.18,0.034958201603640604,0.830555736991563,0.7374595923396956
ou,xy_pf,54,0.0,0.25,0.04564444903941655,4.1304950338020633e-11,0.999999999999
ou,xy_pf,55,0.0,0.21,0.0403486130920243,0.8310942934994028,0.26290217618611345
ou,xy_pf,56,0.0,0.13,0.08264010550404358,0.21881420580416022,0.03498672609909717
ou,xy_pf,57,0.0,0.12,0.0389041402194638,0.12620187134797717,0.01733467630055706
ou,xy_pf,58,0.0,0.22,0.10033996325932866,0.34639195936876627,0.9351531410637245
