gain,estimator,trial,residual_var
1.5,x_only,33,0.20145884886663865
1.5,x_only,34,0.19714715829375976
1.5,x_only,35,0.1850919546728777
1.5,x_only,36,0.26501458047730436
1.5,x_only,37,0.2658319572864536
1.5,x_only,38,0.19426047169833674
1.5,x_only,39,0.14720102791883083
1.5,x_only,40,0.308832634890506
1.5,x_only,41,0.19810049868900076
1.5,x_only,42,0.17661788430095718
1.5,x_only,43,0.14882160015045737
1.5,x_only,44,0.2842440238121099
1.5,x_only,45,0.15408851030492773
1.5,x_only,46,0.262251208426071
1.5,x_only,47,0.24921620662063784
1.5,x_only,48,0.23442007193202155
1.5,x_only,49,0.17735620217665068
1.5,x_only,50,0.20507376524443316
1.5,x_only,51,0.29821137423274524
1.5,x_only,52,0.22790003226372849
1.5,x_only,53,0.1823756603198313
1.5,x_only,54,0.1305491970768605
1.5,x_only,55,0.09184671156044916
1.5,x_only,56,0.26421399884685126
1.5,x_only,57,0.16677719370667163
1.5,x_only,58,0.2548986251117218
1.5,x_only,59,0.16228224701156566
1.5,xy,0,0.08604995302314596
1.5,xy,1,0.07928401228875151
1.5,xy,2,0.08932675322465318
1.5,xy,3,0.07286788723959944
1.5,xy,4,0.06840861562180965
1.5,xy,5,0.10421552062791745
1.5,xy,6,0.09158983770832985
1.5,xy,7,0.07784805743512936
1.5,xy,8,0.05627165803704332
1.5,xy,9,0.09169410036449133
1.5,xy,10,0.11003428049010944
1.5,xy,11,0.06436155816677548
1.5,xy,12,0.06696731660269212
1.5,xy,13,0.05449373421732643
1.5,xy,14,0.07627544963593348
1.5,xy,15,0.06822023583828041
1.5,xy,16,0.07478951694278986
1.5,xy,17,0.06484225488106161
1.5,xy,18,0.09582949184330523
1.5,xy,19,0.10023485112605995
1.5,xy,20,0.11025198038613125
1.5,xy,21,0.09028552790686081
1.5,xy,22,0.07145115295469498
1.5,xy,23,0.10327733037058735
1.5,xy,24,0.05789515892162882
1.5,xy,25,0.07360573456765798
1.5,xy,26,0.1041198377007003
1.5,xy,27,0.06671050117215556
1.5,xy,28,0.06894142480097377
1.5,xy,29,0.06830525322679089
1.5,xy,30,0.07741869551906183
1.5,xy,31,0.07134364495504937
1.5,xy,32,0.076663190853671
1.5,xy,33,0.08349552490254836
1.5,xy,34,0.06232550954430196
1.5,xy,35,0.06639648652961858
1.5,xy,36,0.06358553205390373
1.5,xy,37,0.07042692919906907
1.5,xy,38,0.07824110541700778
1.5,xy,39,0.05295598322055191
1.5,xy,40,0.06915042036121526
1.5,xy,41,0.08165621484112356
1.5,xy,42,0.0680196289815267
1.5,xy,43,0.124983155657185
1.5,xy,44,0.08886584509221812
1.5,xy,45,0.0792476565784909
1.5,xy,46,0.10728906673931674
1.5,xy,47,0.07157971971323923
1.5,xy,48,0.08422254938991164
1.5,xy,49,0.06975603418209353
1.5,xy,50,0.05453574320961249
1.5,xy,51,0.05692715114263993
1.5,xy,52,0.13753505598450746
1.5,xy,53,0.06972680279900026
1.5,xy,54,0.09335204213561911
1.5,xy,55,0.056530178310897794
1.5,xy,56,0.07857762975902995
1.5,xy,57,0.08566978676137732
1.5,xy,58,0.08249475351364877
1.5,xy,59,0.08784041928074625
