axis,axis_value,estimator,trial,sign_error
sigma_obs,0.25,xy_snapshot,96,0.23
sigma_obs,0.25,xy_snapshot,97,0.21
sigma_obs,0.25,xy_snapshot,98,0.25
sigma_obs,0.25,xy_snapshot,99,0.15
sigma_obs,0.4,x_pf,0,0.54
sigma_obs,0.4,x_pf,1,0.43
sigma_obs,0.4,x_pf,2,0.45
sigma_obs,0.4,x_pf,3,0.59
sigma_obs,0.4,x_pf,4,0.66
sigma_obs,0.4,x_pf,5,0.6
sigma_obs,0.4,x_pf,6,0.57
sigma_obs,0.4,x_pf,7,0.59
sigma_obs,0.4,x_pf,8,0.43
sigma_obs,0.4,x_pf,9,0.17
sigma_obs,0.4,x_pf,10,0.48
sigma_obs,0.4,x_pf,11,0.44
sigma_obs,0.4,x_pf,12,0.64
sigma_obs,0.4,x_pf,13,0.83
sigma_obs,0.4,x_pf,14,0.37
sigma_obs,0.4,x_pf,15,0.52
sigma_obs,0.4,x_pf,16,0.05
sigma_obs,0.4,x_pf,17,0.83
sigma_obs,0.4,x_pf,18,0.49
sigma_obs,0.4,x_pf,19,0.48
sigma_obs,0.4,x_pf,20,0.64
sigma_obs,0.4,x_pf,21,0.65
sigma_obs,0.4,x_pf,22,0.35
sigma_obs,0.4,x_pf,23,0.36
sigma_obs,0.4,x_pf,24,0.51
sigma_obs,0.4,x_pf,25,0.38
sigma_obs,0.4,x_pf,26,0.57
sigma_obs,0.4,x_pf,27,0.38
sigma_obs,0.4,x_pf,28,0.65
sigma_obs,0.4,x_pf,29,0.41
sigma_obs,0.4,x_pf,30,0.51
sigma_obs,0.4,x_pf,31,0.68
sigma_obs,0.4,x_pf,32,0.6
sigma_obs,0.4,x_pf,33,0.44
sigma_obs,0.4,x_pf,34,0.4
sigma_obs,0.4,x_pf,35,0.57
sigma_obs,0.4,x_pf,36,0.32
sigma_obs,0.4,x_pf,37,0.54
sigma_obs,0.4,x_pf,38,0.33
sigma_obs,0.4,x_pf,39,0.29
sigma_obs,0.4,x_pf,40,0.44
sigma_obs,0.4,x_pf,41,0.37
sigma_obs,0.4,x_pf,42,0.84
sigma_obs,0.4,x_pf,43,0.47
sigma_obs,0.4,x_pf,44,0.28
sigma_obs,0.4,x_pf,45,0.61
sigma_obs,0.4,x_pf,46,0.28
sigma_obs,0.4,x_pf,47,0.81
sigma_obs,0.4,x_pf,48,0.69
sigma_obs,0.4,x_pf,49,0.62
sigma_obs,0.4,x_pf,50,0.39
sigma_obs,0.4,x_pf,51,0.28
sigma_obs,0.4,x_pf,52,0.46
sigma_obs,0.4,x_pf,53,0.23
sigma_obs,0.4,x_pf,54,0.4
sigma_obs,0.4,x_pf,55,0.58
sigma_obs,0.4,x_pf,56,0.85
sigma_obs,0.4,x_pf,57,0.44
sigma_obs,0.4,x_pf,58,0.49
sigma_obs,0.4,x_pf,59,0.33
sigma_obs,0.4,x_pf,60,0.63
sigma_obs,0.4,x_pf,61,0.49
sigma_obs,0.4,x_pf,62,0.42
sigma_obs,0.4,x_pf,63,0.72
sigma_obs,0.4,x_pf,64,0.57
sigma_obs,0.4,x_pf,65,0.55
sigma_obs,0.4,x_pf,66,0.51
sigma_obs,0.4,x_pf,67,0.63
sigma_obs,0.4,x_pf,68,0.5
sigma_obs,0.4,x_pf,69,0.51
sigma_obs,0.4,x_pf,70,0.76
sigma_obs,0.4,x_pf,71,0.69
sigma_obs,0.4,x_pf,72,0.57
sigma_obs,0.4,x_pf,73,0.22
sigma_obs,0.4,x_pf,74,0.63
sigma_obs,0.4,x_pf,75,0.71
sigma_obs,0.4,x_pf,76,0.63
sigma_obs,0.4,x_pf,77,0.42
sigma_obs,0.4,x_pf,78,0.65
sigma_obs,0.4,x_pf,79,0.48
sigma_obs,0.4,x_pf,80,0.43
sigma_obs,0.4,x_pf,81,0.7
sigma_obs,0.4,x_pf,82,0.27
sigma_obs,0.4,x_pf,83,0.32
sigma_obs,0.4,x_pf,84,0.57
sigma_obs,0.4,x_pf,85,0.46
sigma_obs,0.4,x_pf,86,0.52
sigma_obs,0.4,x_pf,87,0.89
sigma_obs,0.4,x_pf,88,0.68
sigma_obs,0.4,x_pf,89,0.18
sigma_obs,0.4,x_pf,90,0.5
sigma_obs,0.4,x_pf,91,0.45
sigma_obs,0.4,x_pf,92,0.54
sigma_obs,0.4,x_pf,93,0.81
sigma_obs,0.4,x_pf,94,0.89
sigma_obs,0.4,x_pf,95,0.28
sigma_obs,0.4,x_pf,96,0.77
sigma_obs,0.4,x_pf,97,0.42
sigma_obs,0.4,x_pf,98,0.6
sigma_obs,0.4,x_pf,99,0.56
sigma_obs,0.4,oracle_x,0,0.5
sigma_obs,0.4,oracle_x,1,0.49
sigma_obs,0.4,oracle_x,2,0.5
sigma_obs,0.4,oracle_x,3,0.55
sigma_obs,0.4,oracle_x,4,0.51
sigma_obs,0.4,oracle_x,5,0.49
sigma_obs,0.4,oracle_x,6,0.49
sigma_obs,0.4,oracle_x,7,0.51
sigma_obs,0.4,oracle_x,8,0.49
sigma_obs,0.4,oracle_x,9,0.44
sigma_obs,0.4,oracle_x,10,0.52
sigma_obs,0.4,oracle_x,11,0.44
sigma_obs,0.4,oracle_x,12,0.49
sigma_obs,0.4,oracle_x,13,0.51
sigma_obs,0.4,oracle_x,14,0.4
sigma_obs,0.4,oracle_x,15,0.49
sigma_obs,0.4,oracle_x,16,0.43
sigma_obs,0.4,oracle_x,17,0.56
sigma_obs,0.4,oracle_x,18,0.45
sigma_obs,0.4,oracle_x,19,0.45
sigma_obs,0.4,oracle_x,20,0.49
sigma_obs,0.4,oracle_x,21,0.55
sigma_obs,0.4,oracle_x,22,0.5
sigma_obs,0.4,oracle_x,23,0.55
sigma_obs,0.4,oracle_x,24,0.49
sigma_obs,0.4,oracle_x,25,0.57
sigma_obs,0.4,oracle_x,26,0.43
sigma_obs,0.4,oracle_x,27,0.56
sigma_obs,0.4,oracle_x,28,0.55
sigma_obs,0.4,oracle_x,29,0.52
sigma_obs,0.4,oracle_x,30,0.51
sigma_obs,0.4,oracle_x,31,0.51
sigma_obs,0.4,oracle_x,32,0.45
sigma_obs,0.4,oracle_x,33,0.57
sigma_obs,0.4,oracle_x,34,0.48
sigma_obs,0.4,oracle_x,35,0.5
sigma_obs,0.4,oracle_x,36,0.48
sigma_obs,0.4,oracle_x,37,0.48
sigma_obs,0.4,oracle_x,38,0.47
sigma_obs,0.4,oracle_x,39,0.52
sigma_obs,0.4,oracle_x,40,0.49
sigma_obs,0.4,oracle_x,41,0.56
sigma_obs,0.4,oracle_x,42,0.58
sigma_obs,0.4,oracle_x,43,0.53
sigma_obs,0.4,oracle_x,44,0.49
sigma_obs,0.4,oracle_x,45,0.43
sigma_obs,0.4,oracle_x,46,0.51
sigma_obs,0.4,oracle_x,47,0.55
sigma_obs,0.4,oracle_x,48,0.54
sigma_obs,0.4,oracle_x,49,0.53
sigma_obs,0.4,oracle_x,50,0.45
sigma_obs,0.4,oracle_x,51,0.4
sigma_obs,0.4,oracle_x,52,0.51
sigma_obs,0.4,oracle_x,53,0.61
sigma_obs,0.4,oracle_x,54,0.5
sigma_obs,0.4,oracle_x,55,0.39
sigma_obs,0.4,oracle_x,56,0.48
sigma_obs,0.4,oracle_x,57,0.6
sigma_obs,0.4,oracle_x,58,0.43
sigma_obs,0.4,oracle_x,59,0.46
sigma_obs,0.4,oracle_x,60,0.5
sigma_obs,0.4,oracle_x,61,0.45
sigma_obs,0.4,oracle_x,62,0.54
sigma_obs,0.4,oracle_x,63,0.49
sigma_obs,0.4,oracle_x,64,0.43
sigma_obs,0.4,oracle_x,65,0.56
sigma_obs,0.4,oracle_x,66,0.55
sigma_obs,0.4,oracle_x,67,0.52
sigma_obs,0.4,oracle_x,68,0.57
sigma_obs,0.4,oracle_x,69,0.5
sigma_obs,0.4,oracle_x,70,0.5
sigma_obs,0.4,oracle_x,71,0.56
sigma_obs,0.4,oracle_x,72,0.51
sigma_obs,0.4,oracle_x,73,0.49
sigma_obs,0.4,oracle_x,74,0.56
sigma_obs,0.4,oracle_x,75,0.54
sigma_obs,0.4,oracle_x,76,0.46
sigma_obs,0.4,oracle_x,77,0.56
sigma_obs,0.4,oracle_x,78,0.53
sigma_obs,0.4,oracle_x,79,0.57
sigma_obs,0.4,oracle_x,80,0.46
sigma_obs,0.4,oracle_x,81,0.5
sigma_obs,0.4,oracle_x,82,0.53
sigma_obs,0.4,oracle_x,83,0.48
sigma_obs,0.4,oracle_x,84,0.5
sigma_obs,0.4,oracle_x,85,0.42
sigma_obs,0.4,oracle_x,86,0.5
sigma_obs,0.4,oracle_x,87,0.5
sigma_obs,0.4,oracle_x,88,0.48
sigma_obs,0.4,oracle_x,89,0.47
sigma_obs,0.4,oracle_x,90,0.5
sigma_obs,0.4,oracle_x,91,0.56
sigma_obs,0.4,oracle_x,92,0.61
sigma_obs,0.4,oracle_x,93,0.5
sigma_obs,0.4,oracle_x,94,0.47
sigma_obs,0.4,oracle_x,95,0.53
sigma_obs,0.4,oracle_x,96,0.42
sigma_obs,0.4,oracle_x,97,0.57
sigma_obs,0.4,oracle_x,98,0.44
sigma_obs,0.4,oracle_x,99,0.52
sigma_obs,0.4,xy_snapshot,0,0.15
sigma_obs,0.4,xy_snapshot,1,0.35
sigma_obs,0.4,xy_snapshot,2,0.19
sigma_obs,0.4,xy_snapshot,3,0.13
sigma_obs,0.4,xy_snapshot,4,0.24
sigma_obs,0.4,xy_snapshot,5,0.21
sigma_obs,0.4,xy_snapshot,6,0.21
sigma_obs,0.4,xy_snapshot,7,0.16
sigma_obs,0.4,xy_snapshot,8,0.19
sigma_obs,0.4,xy_snapshot,9,0.21
sigma_obs,0.4,xy_snapshot,10,0.27
sigma_obs,0.4,xy_snapshot,11,0.19
sigma_obs,0.4,xy_snapshot,12,0.2
sigma_obs,0.4,xy_snapshot,13,0.25
sigma_obs,0.4,xy_snapshot,14,0.19
sigma_obs,0.4,xy_snapshot,15,0.33
sigma_obs,0.4,xy_snapshot,16,0.18
sigma_obs,0.4,xy_snapshot,17,0.14
sigma_obs,0.4,xy_snapshot,18,0.3
sigma_obs,0.4,xy_snapshot,19,0.17
sigma_obs,0.4,xy_snapshot,20,0.14
sigma_obs,0.4,xy_snapshot,21,0.21
sigma_obs,0.4,xy_snapshot,22,0.21
sigma_obs,0.4,xy_snapshot,23,0.22
sigma_obs,0.4,xy_snapshot,24,0.21
sigma_obs,0.4,xy_snapshot,25,0.21
sigma_obs,0.4,xy_snapshot,26,0.27
sigma_obs,0.4,xy_snapshot,27,0.22
sigma_obs,0.4,xy_snapshot,28,0.23
sigma_obs,0.4,xy_snapshot,29,0.3
sigma_obs,0.4,xy_snapshot,30,0.17
sigma_obs,0.4,xy_snapshot,31,0.11
sigma_obs,0.4,xy_snapshot,32,0.37
sigma_obs,0.4,xy_snapshot,33,0.24
sigma_obs,0.4,xy_snapshot,34,0.19
sigma_obs,0.4,xy_snapshot,35,0.36
sigma_obs,0.4,xy_snapshot,36,0.3
sigma_obs,0.4,xy_snapshot,37,0.13
sigma_obs,0.4,xy_snapshot,38,0.15
sigma_obs,0.4,xy_snapshot,39,0.11
sigma_obs,0.4,xy_snapshot,40,0.28
sigma_obs,0.4,xy_snapshot,41,0.23
sigma_obs,0.4,xy_snapshot,42,0.19
sigma_obs,0.4,xy_snapshot,43,0.19
sigma_obs,0.4,xy_snapshot,44,0.33
sigma_obs,0.4,xy_snapshot,45,0.24
sigma_obs,0.4,xy_snapshot,46,0.23
sigma_obs,0.4,xy_snapshot,47,0.27
sigma_obs,0.4,xy_snapshot,48,0.23
sigma_obs,0.4,xy_snapshot,49,0.12
sigma_obs,0.4,xy_snapshot,50,0.2
sigma_obs,0.4,xy_snapshot,51,0.14
sigma_obs,0.4,xy_snapshot,52,0.24
sigma_obs,0.4,xy_snapshot,53,0.22
sigma_obs,0.4,xy_snapshot,54,0.16
sigma_obs,0.4,xy_snapshot,55,0.12
sigma_obs,0.4,xy_snapshot,56,0.21
sigma_obs,0.4,xy_snapshot,57,0.16
sigma_obs,0.4,xy_snapshot,58,0.12
sigma_obs,0.4,xy_snapshot,59,0.16
sigma_obs,0.4,xy_snapshot,60,0.22
sigma_obs,0.4,xy_snapshot,61,0.25
sigma_obs,0.4,xy_snapshot,62,0.23
sigma_obs,0.4,xy_snapshot,63,0.26
sigma_obs,0.4,xy_snapshot,64,0.18
sigma_obs,0.4,xy_snapshot,65,0.25
sigma_obs,0.4,xy_snapshot,66,0.35
sigma_obs,0.4,xy_snapshot,67,0.28
sigma_obs,0.4,xy_snapshot,68,0.25
sigma_obs,0.4,xy_snapshot,69,0.23
sigma_obs,0.4,xy_snapshot,70,0.27
sigma_obs,0.4,xy_snapshot,71,0.33
sigma_obs,0.4,xy_snapshot,72,0.28
sigma_obs,0.4,xy_snapshot,73,0.19
sigma_obs,0.4,xy_snapshot,74,0.1
sigma_obs,0.4,xy_snapshot,75,0.24
sigma_obs,0.4,xy_snapshot,76,0.14
sigma_obs,0.4,xy_snapshot,77,0.28
sigma_obs,0.4,xy_snapshot,78,0.24
sigma_obs,0.4,xy_snapshot,79,0.22
sigma_obs,0.4,xy_snapshot,80,0.22
sigma_obs,0.4,xy_snapshot,81,0.28
sigma_obs,0.4,xy_snapshot,82,0.2
sigma_obs,0.4,xy_snapshot,83,0.18
sigma_obs,0.4,xy_snapshot,84,0.25
sigma_obs,0.4,xy_snapshot,85,0.24
sigma_obs,0.4,xy_snapshot,86,0.23
sigma_obs,0.4,xy_snapshot,87,0.23
sigma_obs,0.4,xy_snapshot,88,0.28
sigma_obs,0.4,xy_snapshot,89,0.19
sigma_obs,0.4,xy_snapshot,90,0.23
sigma_obs,0.4,xy_snapshot,91,0.24
sigma_obs,0.4,xy_snapshot,92,0.12
sigma_obs,0.4,xy_snapshot,93,0.15
sigma_obs,0.4,xy_snapshot,94,0.23
sigma_obs,0.4,xy_snapshot,95,0.2
sigma_obs,0.4,xy_snapshot,96,0.13
sigma_obs,0.4,xy_snapshot,97,0.33
sigma_obs,0.4,xy_snapshot,98,0.14
sigma_obs,0.4,xy_snapshot,99,0.36
n_particles,300,x_pf,0,0.63
n_particles,300,x_pf,1,0.6
n_particles,300,x_pf,2,0.43
n_particles,300,x_pf,3,0.31
n_particles,300,x_pf,4,0.53
n_particles,300,x_pf,5,0.78
n_particles,300,x_pf,6,0.52
n_particles,300,x_pf,7,0.73
n_particles,300,x_pf,8,0.64
n_particles,300,x_pf,9,0.42
n_particles,300,x_pf,10,0.56
n_particles,300,x_pf,11,0.49
n_particles,300,x_pf,12,0.57
n_particles,300,x_pf,13,0.29
n_particles,300,x_pf,14,0.11
n_particles,300,x_pf,15,0.46
n_particles,300,x_pf,16,0.64
n_particles,300,x_pf,17,0.2
n_particles,300,x_pf,18,0.64
n_particles,300,x_pf,19,0.43
n_particles,300,x_pf,20,0.72
n_particles,300,x_pf,21,0.31
n_particles,300,x_pf,22,0.45
n_particles,300,x_pf,23,0.57
n_particles,300,x_pf,24,0.36
n_particles,300,x_pf,25,0.55
n_particles,300,x_pf,26,0.48
n_particles,300,x_pf,27,0.3
n_particles,300,x_pf,28,0.57
n_particles,300,x_pf,29,0.17
n_particles,300,x_pf,30,0.69
n_particles,300,x_pf,31,0.52
n_particles,300,x_pf,32,0.58
n_particles,300,x_pf,33,0.44
n_particles,300,x_pf,34,0.61
n_particles,300,x_pf,35,0.41
n_particles,300,x_pf,36,0.3
n_particles,300,x_pf,37,0.47
n_particles,300,x_pf,38,0.98
n_particles,300,x_pf,39,0.62
n_particles,300,x_pf,40,0.76
n_particles,300,x_pf,41,0.38
n_particles,300,x_pf,42,0.32
n_particles,300,x_pf,43,0.55
n_particles,300,x_pf,44,0.42
n_particles,300,x_pf,45,0.47
n_particles,300,x_pf,46,0.55
n_particles,300,x_pf,47,0.6
n_particles,300,x_pf,48,0.51
n_particles,300,x_pf,49,0.61
n_particles,300,x_pf,50,0.51
n_particles,300,x_pf,51,0.17
n_particles,300,x_pf,52,0.69
n_particles,300,x_pf,53,0.25
n_particles,300,x_pf,54,0.45
n_particles,300,x_pf,55,0.57
n_particles,300,x_pf,56,0.46
n_particles,300,x_pf,57,0.21
n_particles,300,x_pf,58,0.43
n_particles,300,x_pf,59,0.26
n_particles,300,x_pf,60,0.55
n_particles,300,x_pf,61,0.53
n_particles,300,x_pf,62,0.39
n_particles,300,x_pf,63,0.56
n_particles,300,x_pf,64,0.52
n_particles,300,x_pf,65,0.52
n_particles,300,x_pf,66,0.59
n_particles,300,x_pf,67,0.58
n_particles,300,x_pf,68,0.51
n_particles,300,x_pf,69,0.58
n_particles,300,x_pf,70,0.72
n_particles,300,x_pf,71,0.63
n_particles,300,x_pf,72,0.43
n_particles,300,x_pf,73,0.65
n_particles,300,x_pf,74,0.75
n_particles,300,x_pf,75,0.14
n_particles,300,x_pf,76,0.51
n_particles,300,x_pf,77,0.15
n_particles,300,x_pf,78,0.47
n_particles,300,x_pf,79,0.65
n_particles,300,x_pf,80,0.67
n_particles,300,x_pf,81,0.63
n_particles,300,x_pf,82,0.45
n_particles,300,x_pf,83,0.48
n_particles,300,x_pf,84,0.45
n_particles,300,x_pf,85,0.4
n_particles,300,x_pf,86,0.35
n_particles,300,x_pf,87,0.94
n_particles,300,x_pf,88,0.35
n_particles,300,x_pf,89,0.43
n_particles,300,x_pf,90,0.37
n_particles,300,x_pf,91,0.69
n_particles,300,x_pf,92,0.39
n_particles,300,x_pf,93,0.5
n_particles,300,x_pf,94,0.46
n_particles,300,x_pf,95,0.58
n_particles,300,x_pf,96,0.71
n_particles,300,x_pf,97,0.51
n_particles,300,x_pf,98,0.62
n_particles,300,x_pf,99,0.44
n_particles,800,x_pf,0,0.46
n_particles,800,x_pf,1,0.36
n_particles,800,x_pf,2,0.43
n_particles,800,x_pf,3,0.24
n_particles,800,x_pf,4,0.83
n_particles,800,x_pf,5,0.23
n_particles,800,x_pf,6,0.35
n_particles,800,x_pf,7,0.44
n_particles,800,x_pf,8,0.64
n_particles,800,x_pf,9,0.42
n_particles,800,x_pf,10,0.5
n_particles,800,x_pf,11,0.41
n_particles,800,x_pf,12,0.3
n_particles,800,x_pf,13,0.86
n_particles,800,x_pf,14,0.26
n_particles,800,x_pf,15,0.32
n_particles,800,x_pf,16,0.39
n_particles,800,x_pf,17,0.13
n_particles,800,x_pf,18,0.49
n_particles,800,x_pf,19,0.54
n_particles,800,x_pf,20,0.74
n_particles,800,x_pf,21,0.71
n_particles,800,x_pf,22,0.56
n_particles,800,x_pf,23,0.42
n_particles,800,x_pf,24,0.56
n_particles,800,x_pf,25,0.38
n_particles,800,x_pf,26,0.6
n_particles,800,x_pf,27,0.45
n_particles,800,x_pf,28,0.8
n_particles,800,x_pf,29,0.45
n_particles,800,x_pf,30,0.24
n_particles,800,x_pf,31,0.42
n_particles,800,x_pf,32,0.47
n_particles,800,x_pf,33,0.31
n_particles,800,x_pf,34,0.4
n_particles,800,x_pf,35,0.5
n_particles,800,x_pf,36,0.69
n_particles,800,x_pf,37,0.06
n_particles,800,x_pf,38,0.5
n_particles,800,x_pf,39,0.35
n_particles,800,x_pf,40,0.93
n_particles,800,x_pf,41,0.45
n_particles,800,x_pf,42,0.54
n_particles,800,x_pf,43,0.71
n_particles,800,x_pf,44,0.39
n_particles,800,x_pf,45,0.48
n_particles,800,x_pf,46,0.36
n_particles,800,x_pf,47,0.64
n_particles,800,x_pf,48,0.79
n_particles,800,x_pf,49,0.57
n_particles,800,x_pf,50,0.44
n_particles,800,x_pf,51,0.62
n_particles,800,x_pf,52,0.65
n_particles,800,x_pf,53,0.49
n_particles,800,x_pf,54,0.76
n_particles,800,x_pf,55,0.51
n_particles,800,x_pf,56,0.47
n_particles,800,x_pf,57,0.78
n_particles,800,x_pf,58,0.41
n_particles,800,x_pf,59,0.73
n_particles,800,x_pf,60,0.34
n_particles,800,x_pf,61,0.32
n_particles,800,x_pf,62,0.46
n_particles,800,x_pf,63,0.92
n_particles,800,x_pf,64,0.57
n_particles,800,x_pf,65,0.47
n_particles,800,x_pf,66,0.4
n_particles,800,x_pf,67,0.44
n_particles,800,x_pf,68,0.48
n_particles,800,x_pf,69,0.47
n_particles,800,x_pf,70,0.58
n_particles,800,x_pf,71,0.54
n_particles,800,x_pf,72,0.44
n_particles,800,x_pf,73,0.29
n_particles,800,x_pf,74,0.39
n_particles,800,x_pf,75,0.41
n_particles,800,x_pf,76,0.14
n_particles,800,x_pf,77,0.38
n_particles,800,x_pf,78,0.43
n_particles,800,x_pf,79,0.54
n_particles,800,x_pf,80,0.56
n_particles,800,x_pf,81,0.77
n_particles,800,x_pf,82,0.42
n_particles,800,x_pf,83,0.59
n_particles,800,x_pf,84,0.86
n_particles,800,x_pf,85,0.52
n_particles,800,x_pf,86,0.77
n_particles,800,x_pf,87,0.41
n_particles,800,x_pf,88,0.51
n_particles,800,x_pf,89,0.68
n_particles,800,x_pf,90,0.53
n_particles,800,x_pf,91,0.78
n_particles,800,x_pf,92,0.64
n_particles,800,x_pf,93,0.33
n_particles,800,x_pf,94,0.56
n_particles,800,x_pf,95,0.38
n_particles,800,x_pf,96,0.63
n_particles,800,x_pf,97,0.56
n_particles,800,x_pf,98,0.78
n_particles,800,x_pf,99,0.48
n_particles,1500,x_pf,0,0.36
n_particles,1500,x_pf,1,0.38
n_particles,1500,x_pf,2,0.43
n_particles,1500,x_pf,3,0.23
n_particles,1500,x_pf,4,0.54
n_particles,1500,x_pf,5,0.43
n_particles,1500,x_pf,6,0.53
n_particles,1500,x_pf,7,0.92
n_particles,1500,x_pf,8,0.39
n_particles,1500,x_pf,9,0.32
n_particles,1500,x_pf,10,0.57
n_particles,1500,x_pf,11,0.52
n_particles,1500,x_pf,12,0.52
n_particles,1500,x_pf,13,0.57
n_particles,1500,x_pf,14,0.47
n_particles,1500,x_pf,15,0.77
n_particles,1500,x_pf,16,0.43
n_particles,1500,x_pf,17,0.24
n_particles,1500,x_pf,18,0.59
n_particles,1500,x_pf,19,0.52
n_particles,1500,x_pf,20,0.73
n_particles,1500,x_pf,21,0.29
n_particles,1500,x_pf,22,0.57
n_particles,1500,x_pf,23,0.49
n_particles,1500,x_pf,24,0.62
n_particles,1500,x_pf,25,0.52
n_particles,1500,x_pf,26,0.28
n_particles,1500,x_pf,27,0.54
n_particles,1500,x_pf,28,0.43
n_particles,1500,x_pf,29,0.23
n_particles,1500,x_pf,30,0.24
n_particles,1500,x_pf,31,0.61
n_particles,1500,x_pf,32,0.43
n_particles,1500,x_pf,33,0.89
n_particles,1500,x_pf,34,0.64
n_particles,1500,x_pf,35,0.54
n_particles,1500,x_pf,36,0.35
n_particles,1500,x_pf,37,0.52
n_particles,1500,x_pf,38,0.52
n_particles,1500,x_pf,39,0.22
n_particles,1500,x_pf,40,0.66
n_particles,1500,x_pf,41,0.54
n_particles,1500,x_pf,42,0.95
n_particles,1500,x_pf,43,0.43
n_particles,1500,x_pf,44,0.32
n_particles,1500,x_pf,45,0.32
n_particles,1500,x_pf,46,0.79
n_particles,1500,x_pf,47,0.32
n_particles,1500,x_pf,48,0.54
n_particles,1500,x_pf,49,0.67
n_particles,1500,x_pf,50,0.49
n_particles,1500,x_pf,51,0.42
n_particles,1500,x_pf,52,0.43
n_particles,1500,x_pf,53,0.43
n_particles,1500,x_pf,54,0.4
n_particles,1500,x_pf,55,0.31
n_particles,1500,x_pf,56,0.56
n_particles,1500,x_pf,57,0.45
n_particles,1500,x_pf,58,0.45
n_particles,1500,x_pf,59,0.52
n_particles,1500,x_pf,60,0.51
n_particles,1500,x_pf,61,0.63
n_particles,1500,x_pf,62,0.28
n_particles,1500,x_pf,63,0.34
n_particles,1500,x_pf,64,0.46
n_particles,1500,x_pf,65,0.77
n_particles,1500,x_pf,66,0.65
n_particles,1500,x_pf,67,0.4
n_particles,1500,x_pf,68,0.67
n_particles,1500,x_pf,69,0.35
n_particles,1500,x_pf,70,0.59
n_particles,1500,x_pf,71,0.89
n_particles,1500,x_pf,72,0.57
n_particles,1500,x_pf,73,0.15
n_particles,1500,x_pf,74,0.36
n_particles,1500,x_pf,75,0.69
n_particles,1500,x_pf,76,0.57
n_particles,1500,x_pf,77,0.66
n_particles,1500,x_pf,78,0.63
n_particles,1500,x_pf,79,0.42
n_particles,1500,x_pf,80,0.53
n_particles,1500,x_pf,81,0.28
n_particles,1500,x_pf,82,0.54
n_particles,1500,x_pf,83,0.78
n_particles,1500,x_pf,84,0.48
n_particles,1500,x_pf,85,0.8
n_particles,1500,x_pf,86,0.65
n_particles,1500,x_pf,87,0.57
n_particles,1500,x_pf,88,0.42
n_particles,1500,x_pf,89,0.53
n_particles,1500,x_pf,90,0.72
n_particles,1500,x_pf,91,0.53
n_particles,1500,x_pf,92,0.71
n_particles,1500,x_pf,93,0.36
n_particles,1500,x_pf,94,0.61
n_particles,1500,x_pf,95,0.49
n_particles,1500,x_pf,96,0.3
n_particles,1500,x_pf,97,0.59
n_particles,1500,x_pf,98,0.41
n_particles,1500,x_pf,99,0.49
n_particles,3000,x_pf,0,0.45
n_particles,3000,x_pf,1,0.47
n_particles,3000,x_pf,2,0.33
n_particles,3000,x_pf,3,0.53
n_particles,3000,x_pf,4,0.61
n_particles,3000,x_pf,5,0.44
n_particles,3000,x_pf,6,0.37
n_particles,3000,x_pf,7,0.83
n_particles,3000,x_pf,8,0.48
n_particles,3000,x_pf,9,0.48
n_particles,3000,x_pf,10,0.44
n_particles,3000,x_pf,11,0.84
n_particles,3000,x_pf,12,0.34
n_particles,3000,x_pf,13,0.52
n_particles,3000,x_pf,14,0.67
n_particles,3000,x_pf,15,0.46
n_particles,3000,x_pf,16,0.47
n_particles,3000,x_pf,17,0.41
n_particles,3000,x_pf,18,0.69
n_particles,3000,x_pf,19,0.4
n_particles,3000,x_pf,20,0.38
n_particles,3000,x_pf,21,0.34
n_particles,3000,x_pf,22,0.26
n_particles,3000,x_pf,23,0.54
n_particles,3000,x_pf,24,0.67
n_particles,3000,x_pf,25,0.58
n_particles,3000,x_pf,26,0.5
n_particles,3000,x_pf,27,0.42
n_particles,3000,x_pf,28,0.55
n_particles,3000,x_pf,29,0.37
n_particles,3000,x_pf,30,0.3
n_particles,3000,x_pf,31,0.34
n_particles,3000,x_pf,32,0.54
n_particles,3000,x_pf,33,0.52
n_particles,3000,x_pf,34,0.58
n_particles,3000,x_pf,35,0.64
n_particles,3000,x_pf,36,0.33
n_particles,3000,x_pf,37,0.63
n_particles,3000,x_pf,38,0.16
n_particles,3000,x_pf,39,0.28
n_particles,3000,x_pf,40,0.39
n_particles,3000,x_pf,41,0.46
n_particles,3000,x_pf,42,0.43
n_particles,3000,x_pf,43,0.6
n_particles,3000,x_pf,44,0.54
n_particles,3000,x_pf,45,0.41
n_particles,3000,x_pf,46,0.41
n_particles,3000,x_pf,47,0.44
n_particles,3000,x_pf,48,0.4
n_particles,3000,x_pf,49,0.67
n_particles,3000,x_pf,50,0.66
n_particles,3000,x_pf,51,0.61
n_particles,3000,x_pf,52,0.47
n_particles,3000,x_pf,53,0.26
n_particles,3000,x_pf,54,0.43
n_particles,3000,x_pf,55,0.33
n_particles,3000,x_pf,56,0.36
n_particles,3000,x_pf,57,0.41
n_particles,3000,x_pf,58,0.48
n_particles,3000,x_pf,59,0.97
n_particles,3000,x_pf,60,0.57
n_particles,3000,x_pf,61,0.48
n_particles,3000,x_pf,62,0.63
n_particles,3000,x_pf,63,0.54
n_particles,3000,x_pf,64,0.52
n_particles,3000,x_pf,65,0.5
n_particles,3000,x_pf,66,0.69
n_particles,3000,x_pf,67,0.37
n_particles,3000,x_pf,68,0.39
n_particles,3000,x_pf,69,0.37
n_particles,3000,x_pf,70,0.5
n_particles,3000,x_pf,71,0.62
